GISJOIN,YEAR,STUSAB,REGIONA,DIVISIONA,STATE,STATEA,COUNTY,COUNTYA,COUSUBA,PLACEA,TRACTA,BLKGRPA,CONCITA,AIANHHA,RES_ONLYA,TRUSTA,AIHHTLI,AITSCEA,ANRCA,CBSAA,CSAA,METDIVA,NECTAA,CNECTAA,NECTADIVA,UAA,CDCURRA,SLDUA,SLDLA,SUBMCDA,SDELMA,SDSECA,SDUNIA,PCI,PUMAA,GEOID,BTTRA,BTBGA,NAME_E,JQLE001,NAME_M,JQLM001
"G3700650","2006-2010","NC",,,"North Carolina","37","Edgecombe County","065",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37065",,,"Edgecombe County, North Carolina",941977600,"Edgecombe County, North Carolina",48164183
"G3700670","2006-2010","NC",,,"North Carolina","37","Forsyth County","067",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37067",,,"Forsyth County, North Carolina",8990820600,"Forsyth County, North Carolina",152856135
"G3700690","2006-2010","NC",,,"North Carolina","37","Franklin County","069",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37069",,,"Franklin County, North Carolina",1247295100,"Franklin County, North Carolina",39149533
"G3700710","2006-2010","NC",,,"North Carolina","37","Gaston County","071",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37071",,,"Gaston County, North Carolina",4519912800,"Gaston County, North Carolina",121880038
"G3700730","2006-2010","NC",,,"North Carolina","37","Gates County","073",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37073",,,"Gates County, North Carolina",239486800,"Gates County, North Carolina",13348648
"G3700750","2006-2010","NC",,,"North Carolina","37","Graham County","075",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37075",,,"Graham County, North Carolina",155113500,"Graham County, North Carolina",12567075
"G3700770","2006-2010","NC",,,"North Carolina","37","Granville County","077",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37077",,,"Granville County, North Carolina",1262031900,"Granville County, North Carolina",42240235
"G3700790","2006-2010","NC",,,"North Carolina","37","Greene County","079",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37079",,,"Greene County, North Carolina",367338100,"Greene County, North Carolina",20956946
"G3700810","2006-2010","NC",,,"North Carolina","37","Guilford County","081",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37081",,,"Guilford County, North Carolina",12497546900,"Guilford County, North Carolina",205087105
"G3700830","2006-2010","NC",,,"North Carolina","37","Halifax County","083",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37083",,,"Halifax County, North Carolina",952316500,"Halifax County, North Carolina",35798498
"G3700850","2006-2010","NC",,,"North Carolina","37","Harnett County","085",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37085",,,"Harnett County, North Carolina",2101424400,"Harnett County, North Carolina",46337217
"G3700870","2006-2010","NC",,,"North Carolina","37","Haywood County","087",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37087",,,"Haywood County, North Carolina",1419982600,"Haywood County, North Carolina",59380669
"G3700890","2006-2010","NC",,,"North Carolina","37","Henderson County","089",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37089",,,"Henderson County, North Carolina",2707201300,"Henderson County, North Carolina",76562704
"G3700910","2006-2010","NC",,,"North Carolina","37","Hertford County","091",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37091",,,"Hertford County, North Carolina",414573700,"Hertford County, North Carolina",28092789
"G3700930","2006-2010","NC",,,"North Carolina","37","Hoke County","093",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37093",,,"Hoke County, North Carolina",777983800,"Hoke County, North Carolina",42368528
"G3700950","2006-2010","NC",,,"North Carolina","37","Hyde County","095",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37095",,,"Hyde County, North Carolina",85769800,"Hyde County, North Carolina",22485173
"G3700970","2006-2010","NC",,,"North Carolina","37","Iredell County","097",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37097",,,"Iredell County, North Carolina",3960104200,"Iredell County, North Carolina",97009710
"G3700990","2006-2010","NC",,,"North Carolina","37","Jackson County","099",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37099",,,"Jackson County, North Carolina",791790800,"Jackson County, North Carolina",41952686
"G3701010","2006-2010","NC",,,"North Carolina","37","Johnston County","101",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37101",,,"Johnston County, North Carolina",3605018500,"Johnston County, North Carolina",65464147
"G3701030","2006-2010","NC",,,"North Carolina","37","Jones County","103",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37103",,,"Jones County, North Carolina",201868300,"Jones County, North Carolina",14755659
"G3701050","2006-2010","NC",,,"North Carolina","37","Lee County","105",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37105",,,"Lee County, North Carolina",1170491800,"Lee County, North Carolina",30780992
"G3701070","2006-2010","NC",,,"North Carolina","37","Lenoir County","107",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37107",,,"Lenoir County, North Carolina",1127819100,"Lenoir County, North Carolina",44631555
"G3701090","2006-2010","NC",,,"North Carolina","37","Lincoln County","109",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37109",,,"Lincoln County, North Carolina",1783399300,"Lincoln County, North Carolina",52964077
"G3701110","2006-2010","NC",,,"North Carolina","37","McDowell County","111",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37111",,,"McDowell County, North Carolina",838269400,"McDowell County, North Carolina",33389481
"G3701130","2006-2010","NC",,,"North Carolina","37","Macon County","113",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37113",,,"Macon County, North Carolina",875008200,"Macon County, North Carolina",77008344
"G3701150","2006-2010","NC",,,"North Carolina","37","Madison County","115",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37115",,,"Madison County, North Carolina",386159700,"Madison County, North Carolina",30733596
"G3701170","2006-2010","NC",,,"North Carolina","37","Martin County","117",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37117",,,"Martin County, North Carolina",458296900,"Martin County, North Carolina",20271196
"G3701190","2006-2010","NC",,,"North Carolina","37","Mecklenburg County","119",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37119",,,"Mecklenburg County, North Carolina",28114467000,"Mecklenburg County, North Carolina",329626374
"G3701210","2006-2010","NC",,,"North Carolina","37","Mitchell County","121",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37121",,,"Mitchell County, North Carolina",294850300,"Mitchell County, North Carolina",22718819
"G3701230","2006-2010","NC",,,"North Carolina","37","Montgomery County","123",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37123",,,"Montgomery County, North Carolina",514053900,"Montgomery County, North Carolina",41635926
"G3701250","2006-2010","NC",,,"North Carolina","37","Moore County","125",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37125",,,"Moore County, North Carolina",2215374600,"Moore County, North Carolina",59694731
"G3701270","2006-2010","NC",,,"North Carolina","37","Nash County","127",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37127",,,"Nash County, North Carolina",2257101900,"Nash County, North Carolina",73818702
"G3701290","2006-2010","NC",,,"North Carolina","37","New Hanover County","129",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37129",,,"New Hanover County, North Carolina",5792512800,"New Hanover County, North Carolina",169017725
"G3701310","2006-2010","NC",,,"North Carolina","37","Northampton County","131",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37131",,,"Northampton County, North Carolina",379578100,"Northampton County, North Carolina",28331676
"G3701330","2006-2010","NC",,,"North Carolina","37","Onslow County","133",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37133",,,"Onslow County, North Carolina",3561481900,"Onslow County, North Carolina",61921195
"G3701350","2006-2010","NC",,,"North Carolina","37","Orange County","135",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37135",,,"Orange County, North Carolina",4264208300,"Orange County, North Carolina",128127052
"G3701370","2006-2010","NC",,,"North Carolina","37","Pamlico County","137",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37137",,,"Pamlico County, North Carolina",304838900,"Pamlico County, North Carolina",22069604
"G3701390","2006-2010","NC",,,"North Carolina","37","Pasquotank County","139",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37139",,,"Pasquotank County, North Carolina",873074000,"Pasquotank County, North Carolina",61193273
"G3701410","2006-2010","NC",,,"North Carolina","37","Pender County","141",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37141",,,"Pender County, North Carolina",1149464100,"Pender County, North Carolina",52509853
"G3701430","2006-2010","NC",,,"North Carolina","37","Perquimans County","143",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37143",,,"Perquimans County, North Carolina",289118100,"Perquimans County, North Carolina",20806703
"G3701450","2006-2010","NC",,,"North Carolina","37","Person County","145",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37145",,,"Person County, North Carolina",850805600,"Person County, North Carolina",36271472
"G3701470","2006-2010","NC",,,"North Carolina","37","Pitt County","147",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37147",,,"Pitt County, North Carolina",3540005800,"Pitt County, North Carolina",94449802
"G3701490","2006-2010","NC",,,"North Carolina","37","Polk County","149",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37149",,,"Polk County, North Carolina",487099900,"Polk County, North Carolina",36050159
"G3701510","2006-2010","NC",,,"North Carolina","37","Randolph County","151",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37151",,,"Randolph County, North Carolina",2982311500,"Randolph County, North Carolina",150825592
"G3701530","2006-2010","NC",,,"North Carolina","37","Richmond County","153",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37153",,,"Richmond County, North Carolina",822273200,"Richmond County, North Carolina",105897772
"G3701550","2006-2010","NC",,,"North Carolina","37","Robeson County","155",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37155",,,"Robeson County, North Carolina",2017852100,"Robeson County, North Carolina",65437599
"G3701570","2006-2010","NC",,,"North Carolina","37","Rockingham County","157",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37157",,,"Rockingham County, North Carolina",1941144600,"Rockingham County, North Carolina",48471161
"G3701590","2006-2010","NC",,,"North Carolina","37","Rowan County","159",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37159",,,"Rowan County, North Carolina",2946283900,"Rowan County, North Carolina",81418867
"G3701610","2006-2010","NC",,,"North Carolina","37","Rutherford County","161",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37161",,,"Rutherford County, North Carolina",1269017300,"Rutherford County, North Carolina",45269785
"G3701630","2006-2010","NC",,,"North Carolina","37","Sampson County","163",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37163",,,"Sampson County, North Carolina",1199237700,"Sampson County, North Carolina",44182432
"G3701650","2006-2010","NC",,,"North Carolina","37","Scotland County","165",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37165",,,"Scotland County, North Carolina",591999400,"Scotland County, North Carolina",42079518
"G3701670","2006-2010","NC",,,"North Carolina","37","Stanly County","167",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37167",,,"Stanly County, North Carolina",1270621900,"Stanly County, North Carolina",44102790
"G3701690","2006-2010","NC",,,"North Carolina","37","Stokes County","169",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37169",,,"Stokes County, North Carolina",984109000,"Stokes County, North Carolina",40612202
"G3701710","2006-2010","NC",,,"North Carolina","37","Surry County","171",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37171",,,"Surry County, North Carolina",1505371400,"Surry County, North Carolina",49404150
"G3701730","2006-2010","NC",,,"North Carolina","37","Swain County","173",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37173",,,"Swain County, North Carolina",267471000,"Swain County, North Carolina",22697701
"G3701750","2006-2010","NC",,,"North Carolina","37","Transylvania County","175",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37175",,,"Transylvania County, North Carolina",775729300,"Transylvania County, North Carolina",47475833
"G3701770","2006-2010","NC",,,"North Carolina","37","Tyrrell County","177",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37177",,,"Tyrrell County, North Carolina",69163400,"Tyrrell County, North Carolina",13179748
"G3701790","2006-2010","NC",,,"North Carolina","37","Union County","179",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37179",,,"Union County, North Carolina",5443048600,"Union County, North Carolina",126305699
"G3701810","2006-2010","NC",,,"North Carolina","37","Vance County","181",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37181",,,"Vance County, North Carolina",792554000,"Vance County, North Carolina",44925127
"G3701830","2006-2010","NC",,,"North Carolina","37","Wake County","183",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37183",,,"Wake County, North Carolina",27720913900,"Wake County, North Carolina",293786927
"G3701850","2006-2010","NC",,,"North Carolina","37","Warren County","185",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37185",,,"Warren County, North Carolina",371218600,"Warren County, North Carolina",38282539
"G3701870","2006-2010","NC",,,"North Carolina","37","Washington County","187",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37187",,,"Washington County, North Carolina",224973900,"Washington County, North Carolina",15474721
"G3701890","2006-2010","NC",,,"North Carolina","37","Watauga County","189",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37189",,,"Watauga County, North Carolina",1041889100,"Watauga County, North Carolina",46774411
"G3701910","2006-2010","NC",,,"North Carolina","37","Wayne County","191",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37191",,,"Wayne County, North Carolina",2455632400,"Wayne County, North Carolina",53978936
"G3701930","2006-2010","NC",,,"North Carolina","37","Wilkes County","193",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37193",,,"Wilkes County, North Carolina",1340205500,"Wilkes County, North Carolina",62860497
"G3701950","2006-2010","NC",,,"North Carolina","37","Wilson County","195",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37195",,,"Wilson County, North Carolina",1645645000,"Wilson County, North Carolina",54354701
"G3701970","2006-2010","NC",,,"North Carolina","37","Yadkin County","197",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37197",,,"Yadkin County, North Carolina",777635200,"Yadkin County, North Carolina",30816191
"G3701990","2006-2010","NC",,,"North Carolina","37","Yancey County","199",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US37199",,,"Yancey County, North Carolina",332717700,"Yancey County, North Carolina",18838300
"G3800010","2006-2010","ND",,,"North Dakota","38","Adams County","001",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38001",,,"Adams County, North Dakota",47237700,"Adams County, North Dakota",4418720
"G3800030","2006-2010","ND",,,"North Dakota","38","Barnes County","003",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38003",,,"Barnes County, North Dakota",289135700,"Barnes County, North Dakota",23726139
"G3800050","2006-2010","ND",,,"North Dakota","38","Benson County","005",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38005",,,"Benson County, North Dakota",96900900,"Benson County, North Dakota",6060784
"G3800070","2006-2010","ND",,,"North Dakota","38","Billings County","007",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38007",,,"Billings County, North Dakota",25713700,"Billings County, North Dakota",4796151
"G3800090","2006-2010","ND",,,"North Dakota","38","Bottineau County","009",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38009",,,"Bottineau County, North Dakota",168962700,"Bottineau County, North Dakota",13386590
"G3800110","2006-2010","ND",,,"North Dakota","38","Bowman County","011",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38011",,,"Bowman County, North Dakota",84851500,"Bowman County, North Dakota",8170769
"G3800130","2006-2010","ND",,,"North Dakota","38","Burke County","013",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38013",,,"Burke County, North Dakota",63012400,"Burke County, North Dakota",6563514
"G3800150","2006-2010","ND",,,"North Dakota","38","Burleigh County","015",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38015",,,"Burleigh County, North Dakota",2267488500,"Burleigh County, North Dakota",80544977
"G3800170","2006-2010","ND",,,"North Dakota","38","Cass County","017",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38017",,,"Cass County, North Dakota",4070112700,"Cass County, North Dakota",96659089
"G3800190","2006-2010","ND",,,"North Dakota","38","Cavalier County","019",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38019",,,"Cavalier County, North Dakota",107091400,"Cavalier County, North Dakota",8337227
"G3800210","2006-2010","ND",,,"North Dakota","38","Dickey County","021",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38021",,,"Dickey County, North Dakota",116541400,"Dickey County, North Dakota",10791929
"G3800230","2006-2010","ND",,,"North Dakota","38","Divide County","023",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38023",,,"Divide County, North Dakota",58347100,"Divide County, North Dakota",6786203
"G3800250","2006-2010","ND",,,"North Dakota","38","Dunn County","025",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38025",,,"Dunn County, North Dakota",86342100,"Dunn County, North Dakota",7434393
"G3800270","2006-2010","ND",,,"North Dakota","38","Eddy County","027",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38027",,,"Eddy County, North Dakota",49840700,"Eddy County, North Dakota",3738525
"G3800290","2006-2010","ND",,,"North Dakota","38","Emmons County","029",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38029",,,"Emmons County, North Dakota",77250100,"Emmons County, North Dakota",6049014
"G3800310","2006-2010","ND",,,"North Dakota","38","Foster County","031",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38031",,,"Foster County, North Dakota",95961900,"Foster County, North Dakota",19633432
"G3800330","2006-2010","ND",,,"North Dakota","38","Golden Valley County","033",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38033",,,"Golden Valley County, North Dakota",33702600,"Golden Valley County, North Dakota",5128251
"G3800350","2006-2010","ND",,,"North Dakota","38","Grand Forks County","035",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38035",,,"Grand Forks County, North Dakota",1620927300,"Grand Forks County, North Dakota",58708655
"G3800370","2006-2010","ND",,,"North Dakota","38","Grant County","037",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38037",,,"Grant County, North Dakota",64237500,"Grant County, North Dakota",7571494
"G3800390","2006-2010","ND",,,"North Dakota","38","Griggs County","039",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38039",,,"Griggs County, North Dakota",58521100,"Griggs County, North Dakota",6318943
"G3800410","2006-2010","ND",,,"North Dakota","38","Hettinger County","041",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38041",,,"Hettinger County, North Dakota",62469700,"Hettinger County, North Dakota",5703761
"G3800430","2006-2010","ND",,,"North Dakota","38","Kidder County","043",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38043",,,"Kidder County, North Dakota",59248200,"Kidder County, North Dakota",4870261
"G3800450","2006-2010","ND",,,"North Dakota","38","LaMoure County","045",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38045",,,"LaMoure County, North Dakota",114527700,"LaMoure County, North Dakota",9112764
"G3800470","2006-2010","ND",,,"North Dakota","38","Logan County","047",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38047",,,"Logan County, North Dakota",43329500,"Logan County, North Dakota",4017258
"G3800490","2006-2010","ND",,,"North Dakota","38","McHenry County","049",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38049",,,"McHenry County, North Dakota",123717100,"McHenry County, North Dakota",6516002
"G3800510","2006-2010","ND",,,"North Dakota","38","McIntosh County","051",,,,,,,,,,,,,,,,,,,,,,,,,,,,"05000US38051",,,"McIntosh County, North Dakota",65946400,"McIntosh County, North Dakota",4709905
